"Tool","degree_bin","frac_bin","total_count_norm_baseline","total_count_norm","delta_pp_total"
"Panaroo",2,"55%–60%",0.00282519128899353,0.00420838775214047,0.14
"Panaroo",2,"60%–65%",0.000353148911124191,0.00304745319982586,0.27
"Panaroo",2,"65%–70%",0.00153031194820483,0.00319257001886519,0.17
"Panaroo",2,"70%–75%",0.00188346085932902,0.00377303729502249,0.19
"Panaroo",2,"75%–80%",0.000353148911124191,0.00203163546655057,0.17
"Panaroo",2,"80%–85%",0.000824014125956445,0.00290233638078653,0.21
"Panaroo",2,"85%–90%",0.00117716303708064,0.0103032941517922,0.91
"Panaroo",2,"90%–95%",0.00859329017068864,0.0182847191989552,0.97
"Panaroo",2,"95%–100%",0.460741612713361,0.604556668117835,14.38
"Panaroo",3,"0%–5%",0.0293113596233078,0.0118995791612248,-1.74
"Panaroo",3,"5%–10%",0.00859329017068864,0.00478885502829778,-0.38
"Panaroo",3,"10%–15%",0.00470865214832254,0.00362792047598317,-0.11
"Panaroo",3,"15%–20%",0.000824014125956445,0.00087070091423596,0
"Panaroo",3,"20%–25%",0.00105944673337257,0.00116093455231461,0.01
"Panaroo",3,"25%–30%",0.00294290759270159,0.00290233638078653,0
"Panaroo",3,"30%–35%",0.0038846380223661,0.00522420548541576,0.13
"Panaroo",3,"35%–40%",0.000588581518540318,0.00159628500943259,0.1
"Panaroo",3,"40%–45%",0.000117716303708064,0.000145116819039327,0
"Panaroo",3,"45%–50%",0.00117716303708064,0.000580467276157307,-0.06
"Panaroo",3,"50%–55%",0.000824014125956445,0.00087070091423596,0
"Panaroo",3,"55%–60%",0.000824014125956445,0.00174140182847192,0.09
"Panaroo",3,"60%–65%",0.00105944673337257,0.000725584095196633,-0.03
"Panaroo",3,"65%–70%",0.00105944673337257,0.00145116819039327,0.04
"Panaroo",3,"70%–75%",0.00200117716303708,0.00188651864751125,-0.01
"Panaroo",3,"75%–80%",0.000588581518540318,0.000725584095196633,0.01
"Panaroo",3,"80%–85%",0.000706297822248381,0.000580467276157307,-0.01
"Panaroo",3,"85%–90%",0.00117716303708064,0.00174140182847192,0.06
"Panaroo",3,"90%–95%",0.00294290759270159,0.00406327093310115,0.11
"Panaroo",3,"95%–100%",0.0565038257798705,0.0326512842838485,-2.39
"Panaroo",4,"0%–5%",0.0141259564449676,0.0043535045711798,-0.98
"Panaroo",4,"5%–10%",0.00341377280753384,0.00203163546655057,-0.14
"Panaroo",4,"10%–15%",0.00376692171865803,0.00145116819039327,-0.23
"Panaroo",4,"15%–20%",0.00141259564449676,0.000725584095196633,-0.07
"Panaroo",4,"20%–25%",0.00164802825191289,0.00043535045711798,-0.12
"Panaroo",4,"25%–30%",0.00223660977045321,0.00145116819039327,-0.08
"Panaroo",4,"30%–35%",0.00200117716303708,0.00188651864751125,-0.01
"Panaroo",4,"35%–40%",0.000117716303708064,0.000580467276157307,0.05
"Panaroo",4,"40%–45%",0.000470865214832254,0.00043535045711798,0
"Panaroo",4,"45%–50%",0.000824014125956445,0.000725584095196633,-0.01
"Panaroo",4,"50%–55%",0.000235432607416127,0.000145116819039327,-0.01
"Panaroo",4,"55%–60%",0.000941730429664509,0.000725584095196633,-0.02
"Panaroo",4,"60%–65%",0.000353148911124191,0.000580467276157307,0.02
"Panaroo",4,"65%–70%",0.000353148911124191,0.00043535045711798,0.01
"Panaroo",4,"70%–75%",0.000588581518540318,0.000290233638078653,-0.03
"Panaroo",4,"75%–80%",0.000235432607416127,0.00043535045711798,0.02
"Panaroo",4,"80%–85%",0.000235432607416127,0.000290233638078653,0.01
"Panaroo",4,"85%–90%",0.000470865214832254,0.000580467276157307,0.01
"Panaroo",4,"90%–95%",0.00223660977045321,0.000580467276157307,-0.17
"Panaroo",4,"95%–100%",0.0141259564449676,0.00522420548541576,-0.89
"Panaroo",5,"0%–5%",0.00482636845203061,0.00145116819039327,-0.34
"Panaroo",5,"5%–10%",0.00341377280753384,0.000290233638078653,-0.31
"Panaroo",5,"10%–15%",0.00270747498528546,0.000725584095196633,-0.2
"Panaroo",5,"15%–20%",0.00117716303708064,0.000290233638078653,-0.09
"Panaroo",5,"20%–25%",0.000706297822248381,0.000145116819039327,-0.06
"Panaroo",5,"25%–30%",0.0012948793407887,0.000725584095196633,-0.06
"Panaroo",5,"30%–35%",0.0012948793407887,0.00116093455231461,-0.01
"Panaroo",5,"35%–40%",0.000353148911124191,0.000290233638078653,-0.01
"Panaroo",5,"40%–45%",0.000353148911124191,0.000145116819039327,-0.02
"Panaroo",5,"45%–50%",0.000470865214832254,0.00043535045711798,0
"Panaroo",5,"50%–55%",0.000117716303708064,0.000145116819039327,0
"Panaroo",5,"55%–60%",0.00117716303708064,0.000290233638078653,-0.09
"Panaroo",5,"60%–65%",0.000235432607416127,0.000290233638078653,0.01
"Panaroo",5,"65%–70%",0.000353148911124191,0.000290233638078653,-0.01
"Panaroo",5,"70%–75%",0.000470865214832254,0.000145116819039327,-0.03
"Panaroo",5,"75%–80%",0.000353148911124191,0.000145116819039327,-0.02
"Panaroo",5,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",5,"85%–90%",0.000470865214832254,0.000145116819039327,-0.03
"Panaroo",5,"90%–95%",0.00141259564449676,0.000290233638078653,-0.11
"Panaroo",5,"95%–100%",0.00635668040023543,0.00145116819039327,-0.49
"Panaroo",6,"0%–5%",0.00282519128899353,0.000580467276157307,-0.22
"Panaroo",6,"5%–10%",0.000824014125956445,0.000290233638078653,-0.05
"Panaroo",6,"10%–15%",0.000941730429664509,0,-0.09
"Panaroo",6,"15%–20%",0.00117716303708064,0.000145116819039327,-0.1
"Panaroo",6,"20%–25%",0.000941730429664509,0.000290233638078653,-0.07
"Panaroo",6,"25%–30%",0.00105944673337257,0.000290233638078653,-0.08
"Panaroo",6,"30%–35%",0.00117716303708064,0.00043535045711798,-0.07
"Panaroo",6,"35%–40%",0.000588581518540318,0.000580467276157307,0
"Panaroo",6,"40%–45%",0.000588581518540318,0,-0.06
"Panaroo",6,"45%–50%",0.000117716303708064,0.000290233638078653,0.02
"Panaroo",6,"55%–60%",0.000824014125956445,0.000145116819039327,-0.07
"Panaroo",6,"60%–65%",0.000470865214832254,0.000145116819039327,-0.03
"Panaroo",6,"65%–70%",0.000235432607416127,0.000145116819039327,-0.01
"Panaroo",6,"70%–75%",0.000353148911124191,0,-0.04
"Panaroo",6,"75%–80%",0.000235432607416127,0,-0.02
"Panaroo",6,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",6,"85%–90%",0.000470865214832254,0,-0.05
"Panaroo",6,"90%–95%",0.0012948793407887,0.000145116819039327,-0.11
"Panaroo",6,"95%–100%",0.00341377280753384,0,-0.34
"Panaroo",7,"0%–5%",0.000941730429664509,0.000145116819039327,-0.08
"Panaroo",7,"5%–10%",0.00200117716303708,0.000290233638078653,-0.17
"Panaroo",7,"10%–15%",0.000588581518540318,0.000290233638078653,-0.03
"Panaroo",7,"15%–20%",0.000588581518540318,0.000145116819039327,-0.04
"Panaroo",7,"20%–25%",0.000824014125956445,0.000145116819039327,-0.07
"Panaroo",7,"25%–30%",0.000706297822248381,0.000145116819039327,-0.06
"Panaroo",7,"30%–35%",0.000588581518540318,0,-0.06
"Panaroo",7,"35%–40%",0.000588581518540318,0,-0.06
"Panaroo",7,"45%–50%",0.000353148911124191,0,-0.04
"Panaroo",7,"50%–55%",0.000235432607416127,0,-0.02
"Panaroo",7,"55%–60%",0.000470865214832254,0,-0.05
"Panaroo",7,"60%–65%",0.000117716303708064,0,-0.01
"Panaroo",7,"65%–70%",0.000941730429664509,0,-0.09
"Panaroo",7,"70%–75%",0.000235432607416127,0,-0.02
"Panaroo",7,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",7,"85%–90%",0.000235432607416127,0,-0.02
"Panaroo",7,"90%–95%",0.000706297822248381,0.000145116819039327,-0.06
"Panaroo",7,"95%–100%",0.0025897586815774,0.000145116819039327,-0.24
"Panaroo",8,"0%–5%",0.000706297822248381,0,-0.07
"Panaroo",8,"5%–10%",0.000941730429664509,0,-0.09
"Panaroo",8,"10%–15%",0.00105944673337257,0,-0.11
"Panaroo",8,"15%–20%",0.000588581518540318,0,-0.06
"Panaroo",8,"20%–25%",0.000588581518540318,0.000145116819039327,-0.04
"Panaroo",8,"25%–30%",0.000470865214832254,0,-0.05
"Panaroo",8,"30%–35%",0.000588581518540318,0,-0.06
"Panaroo",8,"35%–40%",0.000470865214832254,0,-0.05
"Panaroo",8,"40%–45%",0.000117716303708064,0,-0.01
"Panaroo",8,"45%–50%",0.000117716303708064,0,-0.01
"Panaroo",8,"50%–55%",0.000353148911124191,0,-0.04
"Panaroo",8,"55%–60%",0.000235432607416127,0,-0.02
"Panaroo",8,"60%–65%",0.000235432607416127,0,-0.02
"Panaroo",8,"65%–70%",0.000353148911124191,0,-0.04
"Panaroo",8,"70%–75%",0.000353148911124191,0,-0.04
"Panaroo",8,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",8,"85%–90%",0.000824014125956445,0,-0.08
"Panaroo",8,"90%–95%",0.000706297822248381,0,-0.07
"Panaroo",8,"95%–100%",0.0025897586815774,0.000145116819039327,-0.24
"Panaroo",9,"0%–5%",0.000117716303708064,0,-0.01
"Panaroo",9,"5%–10%",0.000824014125956445,0,-0.08
"Panaroo",9,"10%–15%",0.000706297822248381,0.000290233638078653,-0.04
"Panaroo",9,"15%–20%",0.000706297822248381,0,-0.07
"Panaroo",9,"20%–25%",0.000470865214832254,0,-0.05
"Panaroo",9,"25%–30%",0.000588581518540318,0,-0.06
"Panaroo",9,"30%–35%",0.000470865214832254,0,-0.05
"Panaroo",9,"35%–40%",0.000235432607416127,0,-0.02
"Panaroo",9,"40%–45%",0.000235432607416127,0,-0.02
"Panaroo",9,"45%–50%",0.000353148911124191,0,-0.04
"Panaroo",9,"50%–55%",0.000353148911124191,0,-0.04
"Panaroo",9,"55%–60%",0.000353148911124191,0,-0.04
"Panaroo",9,"65%–70%",0.000117716303708064,0,-0.01
"Panaroo",9,"70%–75%",0.000235432607416127,0,-0.02
"Panaroo",9,"75%–80%",0.000235432607416127,0,-0.02
"Panaroo",9,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",9,"85%–90%",0.000117716303708064,0,-0.01
"Panaroo",9,"90%–95%",0.000588581518540318,0,-0.06
"Panaroo",9,"95%–100%",0.00188346085932902,0,-0.19
"Panaroo",10,"0%–5%",0.000235432607416127,0,-0.02
"Panaroo",10,"5%–10%",0.000706297822248381,0,-0.07
"Panaroo",10,"10%–15%",0.000824014125956445,0,-0.08
"Panaroo",10,"15%–20%",0.000706297822248381,0,-0.07
"Panaroo",10,"20%–25%",0.000470865214832254,0,-0.05
"Panaroo",10,"25%–30%",0.000235432607416127,0,-0.02
"Panaroo",10,"30%–35%",0.000470865214832254,0,-0.05
"Panaroo",10,"35%–40%",0.000235432607416127,0,-0.02
"Panaroo",10,"40%–45%",0.000470865214832254,0,-0.05
"Panaroo",10,"45%–50%",0.000353148911124191,0,-0.04
"Panaroo",10,"50%–55%",0.000117716303708064,0,-0.01
"Panaroo",10,"55%–60%",0.000117716303708064,0,-0.01
"Panaroo",10,"60%–65%",0.000235432607416127,0,-0.02
"Panaroo",10,"65%–70%",0.000353148911124191,0,-0.04
"Panaroo",10,"70%–75%",0.000117716303708064,0,-0.01
"Panaroo",10,"80%–85%",0.000235432607416127,0,-0.02
"Panaroo",10,"85%–90%",0.000235432607416127,0,-0.02
"Panaroo",10,"90%–95%",0.000588581518540318,0,-0.06
"Panaroo",10,"95%–100%",0.0012948793407887,0,-0.13
"Roary",1,"0%–5%",0.00301008786202408,0.0574425574425574,5.44
"Roary",1,"5%–10%",8.13537260006508e-05,0.0014985014985015,0.14
"Roary",2,"0%–5%",0.326716563618614,0.246853146853147,-7.99
"Roary",2,"5%–10%",0.0136674259681093,0.0196803196803197,0.6
"Roary",2,"10%–15%",0.0049625772860397,0.00849150849150849,0.35
"Roary",2,"15%–20%",0.00211519687601692,0.0020979020979021,0
"Roary",2,"20%–25%",0.00219655060201757,0.0045954045954046,0.24
"Roary",2,"25%–30%",0.00691506671005532,0.00669330669330669,-0.02
"Roary",2,"30%–35%",0.00227790432801822,0.0026973026973027,0.04
"Roary",2,"35%–40%",0.000732183534005858,0.000799200799200799,0.01
"Roary",2,"40%–45%",0.000244061178001952,0.0003996003996004,0.02
"Roary",2,"45%–50%",0.000162707452001302,0.000899100899100899,0.07
"Roary",2,"50%–55%",0.000162707452001302,0.0004995004995005,0.03
"Roary",2,"55%–60%",0.000488122356003905,0.0014985014985015,0.1
"Roary",2,"60%–65%",0.00105759843800846,0.0015984015984016,0.05
"Roary",2,"65%–70%",0.00130165961601041,0.0016983016983017,0.04
"Roary",2,"70%–75%",0.000650829808005207,0.0013986013986014,0.07
"Roary",2,"75%–80%",0.000244061178001952,0.0012987012987013,0.11
"Roary",2,"80%–85%",0.000162707452001302,0.000899100899100899,0.07
"Roary",2,"85%–90%",0.00146436706801172,0.0024975024975025,0.1
"Roary",2,"90%–95%",0.00349821021802799,0.00729270729270729,0.38
"Roary",2,"95%–100%",0.237878294825903,0.300799200799201,6.29
"Roary",3,"0%–5%",0.0489749430523918,0.0448551448551449,-0.41
"Roary",3,"5%–10%",0.0117962902700944,0.0138861138861139,0.21
"Roary",3,"10%–15%",0.0046371623820371,0.0048951048951049,0.03
"Roary",3,"15%–20%",0.00130165961601041,0.0027972027972028,0.15
"Roary",3,"20%–25%",0.00252196550602018,0.0024975024975025,0
"Roary",3,"25%–30%",0.00398633257403189,0.003996003996004,0
"Roary",3,"30%–35%",0.00211519687601692,0.002997002997003,0.09
"Roary",3,"35%–40%",0.00105759843800846,0.000699300699300699,-0.04
"Roary",3,"40%–45%",0.000488122356003905,0.000799200799200799,0.03
"Roary",3,"45%–50%",0.000406768630003254,0.0011988011988012,0.08
"Roary",3,"50%–55%",0.000732183534005858,0.000899100899100899,0.02
"Roary",3,"55%–60%",0.000406768630003254,0.0015984015984016,0.12
"Roary",3,"60%–65%",0.000813537260006508,0.0011988011988012,0.04
"Roary",3,"65%–70%",0.00097624471200781,0.0010989010989011,0.01
"Roary",3,"70%–75%",0.00130165961601041,0.0017982017982018,0.05
"Roary",3,"75%–80%",0.000325414904002603,0.0014985014985015,0.12
"Roary",3,"80%–85%",0.000732183534005858,0.0014985014985015,0.08
"Roary",3,"85%–90%",0.00113895216400911,0.0037962037962038,0.27
"Roary",3,"90%–95%",0.00374227139602994,0.0052947052947053,0.16
"Roary",3,"95%–100%",0.082004555808656,0.0789210789210789,-0.31
"Roary",4,"0%–5%",0.0336804425642694,0.0190809190809191,-1.46
"Roary",4,"5%–10%",0.00878620240807029,0.00699300699300699,-0.18
"Roary",4,"10%–15%",0.00455580865603645,0.0032967032967033,-0.13
"Roary",4,"15%–20%",0.00227790432801822,0.0012987012987013,-0.1
"Roary",4,"20%–25%",0.00195248942401562,0.001998001998002,0
"Roary",4,"25%–30%",0.00292873413602343,0.0022977022977023,-0.06
"Roary",4,"30%–35%",0.00187113569801497,0.0024975024975025,0.06
"Roary",4,"35%–40%",0.000650829808005207,0.0002997002997003,-0.04
"Roary",4,"40%–45%",0.000244061178001952,0.0002997002997003,0.01
"Roary",4,"45%–50%",0.000325414904002603,0.000899100899100899,0.06
"Roary",4,"50%–55%",0.000406768630003254,0.0001998001998002,-0.02
"Roary",4,"55%–60%",0.000569476082004556,0.000899100899100899,0.03
"Roary",4,"60%–65%",0.000650829808005207,0.000599400599400599,-0.01
"Roary",4,"65%–70%",0.000894890986007159,0.000799200799200799,-0.01
"Roary",4,"70%–75%",0.00105759843800846,0.0010989010989011,0
"Roary",4,"75%–80%",0.000325414904002603,0.000899100899100899,0.06
"Roary",4,"80%–85%",0.000406768630003254,0.000899100899100899,0.05
"Roary",4,"85%–90%",0.00170842824601367,0.0012987012987013,-0.04
"Roary",4,"90%–95%",0.00227790432801822,0.0032967032967033,0.1
"Roary",4,"95%–100%",0.0276602668402213,0.022977022977023,-0.47
"Roary",5,"0%–5%",0.0126098275301009,0.0050949050949051,-0.75
"Roary",5,"5%–10%",0.00715912788805727,0.0042957042957043,-0.29
"Roary",5,"10%–15%",0.00203384315001627,0.0030969030969031,0.11
"Roary",5,"15%–20%",0.00154572079401237,0.0010989010989011,-0.04
"Roary",5,"20%–25%",0.00130165961601041,0.000999000999000999,-0.03
"Roary",5,"25%–30%",0.00195248942401562,0.000899100899100899,-0.11
"Roary",5,"30%–35%",0.00097624471200781,0.001998001998002,0.1
"Roary",5,"35%–40%",0.000894890986007159,0.000899100899100899,0
"Roary",5,"40%–45%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",5,"45%–50%",0.000244061178001952,0.0004995004995005,0.03
"Roary",5,"55%–60%",0.000650829808005207,0.0004995004995005,-0.02
"Roary",5,"60%–65%",0.000894890986007159,0.0004995004995005,-0.04
"Roary",5,"65%–70%",0.000569476082004556,0.0004995004995005,-0.01
"Roary",5,"70%–75%",0.000732183534005858,0.000599400599400599,-0.01
"Roary",5,"75%–80%",0.000406768630003254,0.0004995004995005,0.01
"Roary",5,"80%–85%",0.000488122356003905,0.0001998001998002,-0.03
"Roary",5,"85%–90%",0.00105759843800846,0.0016983016983017,0.06
"Roary",5,"90%–95%",0.00219655060201757,0.0020979020979021,-0.01
"Roary",5,"95%–100%",0.0103319232020827,0.00879120879120879,-0.15
"Roary",6,"0%–5%",0.00699642043605597,0.0023976023976024,-0.46
"Roary",6,"5%–10%",0.00561340709404491,0.0018981018981019,-0.37
"Roary",6,"10%–15%",0.00244061178001952,0.000899100899100899,-0.15
"Roary",6,"15%–20%",0.00122030589000976,0.0011988011988012,0
"Roary",6,"20%–25%",0.00105759843800846,0.0002997002997003,-0.08
"Roary",6,"25%–30%",0.00113895216400911,0.0004995004995005,-0.06
"Roary",6,"30%–35%",0.00097624471200781,0.000799200799200799,-0.02
"Roary",6,"35%–40%",0.000162707452001302,0.0004995004995005,0.03
"Roary",6,"40%–45%",0.000162707452001302,0.0001998001998002,0
"Roary",6,"45%–50%",0.000325414904002603,0.0001998001998002,-0.01
"Roary",6,"50%–55%",0.000488122356003905,0.000699300699300699,0.02
"Roary",6,"55%–60%",0.000325414904002603,0.0004995004995005,0.02
"Roary",6,"60%–65%",0.000406768630003254,0.0002997002997003,-0.01
"Roary",6,"65%–70%",0.000569476082004556,0.0002997002997003,-0.03
"Roary",6,"70%–75%",0.000162707452001302,0.000599400599400599,0.04
"Roary",6,"75%–80%",0.000162707452001302,0.0002997002997003,0.01
"Roary",6,"80%–85%",0.000244061178001952,9.99000999000999e-05,-0.01
"Roary",6,"85%–90%",0.000650829808005207,0.000799200799200799,0.01
"Roary",6,"90%–95%",0.00146436706801172,0.000999000999000999,-0.05
"Roary",6,"95%–100%",0.00504393101204035,0.0050949050949051,0.01
"Roary",7,"0%–5%",0.00431174747803449,0.0011988011988012,-0.31
"Roary",7,"5%–10%",0.00374227139602994,0.0012987012987013,-0.24
"Roary",7,"10%–15%",0.00154572079401237,0.000799200799200799,-0.07
"Roary",7,"15%–20%",0.000813537260006508,0.000699300699300699,-0.01
"Roary",7,"20%–25%",0.000488122356003905,0.000699300699300699,0.02
"Roary",7,"25%–30%",0.00097624471200781,0.0002997002997003,-0.07
"Roary",7,"30%–35%",0.000732183534005858,0.000599400599400599,-0.01
"Roary",7,"35%–40%",0.000244061178001952,0.0002997002997003,0.01
"Roary",7,"40%–45%",0.000569476082004556,0,-0.06
"Roary",7,"45%–50%",0.000406768630003254,0,-0.04
"Roary",7,"50%–55%",0.000406768630003254,0,-0.04
"Roary",7,"55%–60%",0.000325414904002603,0.0003996003996004,0.01
"Roary",7,"60%–65%",0.000162707452001302,0,-0.02
"Roary",7,"65%–70%",0.000488122356003905,0.0004995004995005,0
"Roary",7,"70%–75%",0.000569476082004556,9.99000999000999e-05,-0.05
"Roary",7,"75%–80%",0.000162707452001302,0.0001998001998002,0
"Roary",7,"80%–85%",0.000244061178001952,0.0001998001998002,0
"Roary",7,"85%–90%",0.000488122356003905,0.0011988011988012,0.07
"Roary",7,"90%–95%",0.000244061178001952,0.0003996003996004,0.02
"Roary",7,"95%–100%",0.00162707452001302,0.0025974025974026,0.1
"Roary",8,"0%–5%",0.00260331923202083,0.0001998001998002,-0.24
"Roary",8,"5%–10%",0.00349821021802799,0.000699300699300699,-0.28
"Roary",8,"10%–15%",0.00178978197201432,0.0002997002997003,-0.15
"Roary",8,"15%–20%",0.000650829808005207,0.000599400599400599,-0.01
"Roary",8,"20%–25%",0.000569476082004556,0.0001998001998002,-0.04
"Roary",8,"25%–30%",0.000325414904002603,0.0002997002997003,0
"Roary",8,"30%–35%",0.000325414904002603,0.0001998001998002,-0.01
"Roary",8,"35%–40%",0.000325414904002603,0,-0.03
"Roary",8,"40%–45%",0.000244061178001952,0,-0.02
"Roary",8,"45%–50%",0.000162707452001302,0.0001998001998002,0
"Roary",8,"55%–60%",0.000569476082004556,0.0002997002997003,-0.03
"Roary",8,"60%–65%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",8,"65%–70%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",8,"70%–75%",0.000244061178001952,0.0002997002997003,0.01
"Roary",8,"75%–80%",0.000244061178001952,0,-0.02
"Roary",8,"80%–85%",0.000162707452001302,0,-0.02
"Roary",8,"85%–90%",0.000569476082004556,0.0001998001998002,-0.04
"Roary",8,"90%–95%",8.13537260006508e-05,0.000799200799200799,0.07
"Roary",8,"95%–100%",0.00138301334201106,0.000699300699300699,-0.07
"Roary",9,"0%–5%",0.00122030589000976,9.99000999000999e-05,-0.11
"Roary",9,"5%–10%",0.00154572079401237,0.0002997002997003,-0.12
"Roary",9,"10%–15%",0.00138301334201106,0.0004995004995005,-0.09
"Roary",9,"15%–20%",0.00097624471200781,0.0002997002997003,-0.07
"Roary",9,"20%–25%",0.000406768630003254,9.99000999000999e-05,-0.03
"Roary",9,"25%–30%",0.000569476082004556,0.0004995004995005,-0.01
"Roary",9,"30%–35%",0.000244061178001952,0.0001998001998002,0
"Roary",9,"35%–40%",0.000488122356003905,0.0001998001998002,-0.03
"Roary",9,"40%–45%",0.000325414904002603,0,-0.03
"Roary",9,"45%–50%",0.000244061178001952,9.99000999000999e-05,-0.01
"Roary",9,"50%–55%",0.000325414904002603,0,-0.03
"Roary",9,"55%–60%",0.000162707452001302,0,-0.02
"Roary",9,"60%–65%",0.000244061178001952,0.0001998001998002,0
"Roary",9,"65%–70%",0.000162707452001302,9.99000999000999e-05,-0.01
"Roary",9,"80%–85%",0.000244061178001952,9.99000999000999e-05,-0.01
"Roary",9,"85%–90%",0.000325414904002603,0.0001998001998002,-0.01
"Roary",9,"90%–95%",0.000488122356003905,0.0003996003996004,-0.01
"Roary",9,"95%–100%",0.00105759843800846,0.0012987012987013,0.02
"Roary",10,"0%–5%",0.000894890986007159,0,-0.09
"Roary",10,"5%–10%",0.00113895216400911,9.99000999000999e-05,-0.1
"Roary",10,"10%–15%",0.00105759843800846,0.0004995004995005,-0.06
"Roary",10,"15%–20%",0.000488122356003905,0.0001998001998002,-0.03
"Roary",10,"20%–25%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",10,"25%–30%",0.000569476082004556,0.0001998001998002,-0.04
"Roary",10,"30%–35%",0.000569476082004556,9.99000999000999e-05,-0.05
"Roary",10,"35%–40%",0.000488122356003905,0,-0.05
"Roary",10,"40%–45%",0.000162707452001302,0,-0.02
"Roary",10,"45%–50%",8.13537260006508e-05,9.99000999000999e-05,0
"Roary",10,"55%–60%",0.000162707452001302,9.99000999000999e-05,-0.01
"Roary",10,"60%–65%",8.13537260006508e-05,9.99000999000999e-05,0
"Roary",10,"65%–70%",0.000162707452001302,9.99000999000999e-05,-0.01
"Roary",10,"70%–75%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",10,"80%–85%",8.13537260006508e-05,0,-0.01
"Roary",10,"85%–90%",0.000244061178001952,9.99000999000999e-05,-0.01
"Roary",10,"90%–95%",0.000325414904002603,9.99000999000999e-05,-0.02
"Roary",10,"95%–100%",0.000813537260006508,0.000599400599400599,-0.02
"ggCaller",0,"0%–5%",0.0452924864650733,0.0621476510067114,1.69
"ggCaller",0,"5%–10%",0.000924336458470883,0.00496644295302013,0.4
"ggCaller",0,"10%–15%",0.00118843258946256,0.0025503355704698,0.14
"ggCaller",0,"15%–20%",0.000660240327479202,0.0010738255033557,0.04
"ggCaller",0,"20%–25%",0.000528192261983362,0.0010738255033557,0.05
"ggCaller",0,"25%–30%",0.000396144196487521,0.000402684563758389,0
"ggCaller",0,"30%–35%",0.00105638452396672,0.000671140939597315,-0.04
"ggCaller",0,"35%–40%",0.000264096130991681,0.000402684563758389,0.01
"ggCaller",0,"45%–50%",0.000264096130991681,0.000134228187919463,-0.01
"ggCaller",0,"50%–55%",0.00013204806549584,0,-0.01
"ggCaller",0,"55%–60%",0.000264096130991681,0.000134228187919463,-0.01
"ggCaller",0,"60%–65%",0.000264096130991681,0.000134228187919463,-0.01
"ggCaller",0,"70%–75%",0.00013204806549584,0,-0.01
"ggCaller",0,"75%–80%",0.000264096130991681,0,-0.03
"ggCaller",0,"85%–90%",0.000264096130991681,0.000268456375838926,0
"ggCaller",0,"90%–95%",0.0013204806549584,0.000805369127516779,-0.05
"ggCaller",0,"95%–100%",0.0137329988115674,0.00724832214765101,-0.65
"ggCaller",1,"0%–5%",0.024032747920243,0.0324832214765101,0.85
"ggCaller",1,"5%–10%",0.00145252872045425,0.0025503355704698,0.11
"ggCaller",1,"10%–15%",0.000792288392975043,0.00214765100671141,0.14
"ggCaller",1,"15%–20%",0.000264096130991681,0.000402684563758389,0.01
"ggCaller",1,"25%–30%",0.000792288392975043,0.00147651006711409,0.07
"ggCaller",1,"30%–35%",0.00013204806549584,0.000402684563758389,0.03
"ggCaller",1,"35%–40%",0.00013204806549584,0.000536912751677852,0.04
"ggCaller",1,"40%–45%",0.00013204806549584,0.000402684563758389,0.03
"ggCaller",1,"50%–55%",0.000264096130991681,0.000402684563758389,0.01
"ggCaller",1,"65%–70%",0.00013204806549584,0.000402684563758389,0.03
"ggCaller",1,"85%–90%",0.000396144196487521,0.00161073825503356,0.12
"ggCaller",1,"90%–95%",0.000660240327479202,0.00241610738255034,0.18
"ggCaller",1,"95%–100%",0.0231084114617721,0.0253691275167785,0.23
"ggCaller",2,"0%–5%",0.0946784629605176,0.0959731543624161,0.13
"ggCaller",2,"5%–10%",0.0199392578898719,0.0181208053691275,-0.18
"ggCaller",2,"10%–15%",0.00818698006074211,0.0100671140939597,0.19
"ggCaller",2,"15%–20%",0.00211276904793345,0.00281879194630872,0.07
"ggCaller",2,"20%–25%",0.00277300937541265,0.00483221476510067,0.21
"ggCaller",2,"25%–30%",0.0106958933051631,0.00993288590604027,-0.08
"ggCaller",2,"30%–35%",0.00739469166776707,0.00630872483221476,-0.11
"ggCaller",2,"35%–40%",0.000660240327479202,0.00120805369127517,0.05
"ggCaller",2,"40%–45%",0.000264096130991681,0.000805369127516779,0.05
"ggCaller",2,"45%–50%",0.000528192261983362,0.00201342281879195,0.15
"ggCaller",2,"50%–55%",0.00013204806549584,0.00120805369127517,0.11
"ggCaller",2,"55%–60%",0.00158457678595009,0.00322147651006711,0.16
"ggCaller",2,"60%–65%",0.00224481711342929,0.0025503355704698,0.03
"ggCaller",2,"65%–70%",0.00171662485144593,0.00308724832214765,0.14
"ggCaller",2,"70%–75%",0.00290505744090849,0.00429530201342282,0.14
"ggCaller",2,"75%–80%",0.000660240327479202,0.00147651006711409,0.08
"ggCaller",2,"80%–85%",0.000396144196487521,0.00201342281879195,0.16
"ggCaller",2,"85%–90%",0.00277300937541265,0.00684563758389262,0.41
