"Tool","degree_bin","frac_bin","count","total_deg","count_norm","total_nodes","count_total_norm"
"PPanGGOLiN",9,"0%–5%",7,34,0.205882352941176,7106,0.000985083028426682
"PPanGGOLiN",9,"5%–10%",3,34,0.0882352941176471,7106,0.000422178440754292
"PPanGGOLiN",9,"10%–15%",2,34,0.0588235294117647,7106,0.000281452293836195
"PPanGGOLiN",9,"30%–35%",1,34,0.0294117647058824,7106,0.000140726146918097
"PPanGGOLiN",9,"35%–40%",1,34,0.0294117647058824,7106,0.000140726146918097
"PPanGGOLiN",9,"55%–60%",2,34,0.0588235294117647,7106,0.000281452293836195
"PPanGGOLiN",9,"70%–75%",2,34,0.0588235294117647,7106,0.000281452293836195
"PPanGGOLiN",9,"90%–95%",1,34,0.0294117647058824,7106,0.000140726146918097
"PPanGGOLiN",9,"95%–100%",15,34,0.441176470588235,7106,0.00211089220377146
"PPanGGOLiN",10,"0%–5%",5,19,0.263157894736842,7106,0.000703630734590487
"PPanGGOLiN",10,"25%–30%",2,19,0.105263157894737,7106,0.000281452293836195
"PPanGGOLiN",10,"30%–35%",1,19,0.0526315789473684,7106,0.000140726146918097
"PPanGGOLiN",10,"85%–90%",1,19,0.0526315789473684,7106,0.000140726146918097
"PPanGGOLiN",10,"95%–100%",10,19,0.526315789473684,7106,0.00140726146918097
"Panaroo",0,"0%–5%",2,2,1,8495,0.000235432607416127
"Panaroo",1,"0%–5%",24,28,0.857142857142857,8495,0.00282519128899353
"Panaroo",1,"5%–10%",1,28,0.0357142857142857,8495,0.000117716303708064
"Panaroo",1,"10%–15%",1,28,0.0357142857142857,8495,0.000117716303708064
"Panaroo",1,"15%–20%",2,28,0.0714285714285714,8495,0.000235432607416127
"Panaroo",2,"0%–5%",1709,6277,0.27226382029632,8495,0.201177163037081
"Panaroo",2,"5%–10%",165,6277,0.0262864425681058,8495,0.0194231901118305
"Panaroo",2,"10%–15%",88,6277,0.0140194360363231,8495,0.0103590347263096
"Panaroo",2,"15%–20%",12,6277,0.00191174127768042,8495,0.00141259564449676
"Panaroo",2,"20%–25%",33,6277,0.00525728851362116,8495,0.0038846380223661
"Panaroo",2,"25%–30%",93,6277,0.0148159949020233,8495,0.0109476162448499
"Panaroo",2,"30%–35%",32,6277,0.00509797674048112,8495,0.00376692171865803
"Panaroo",2,"35%–40%",4,6277,0.00063724709256014,8495,0.000470865214832254
"Panaroo",2,"40%–45%",9,6277,0.00143380595826032,8495,0.00105944673337257
"Panaroo",2,"45%–50%",34,6277,0.00541660028676119,8495,0.00400235432607416
"Panaroo",2,"50%–55%",35,6277,0.00557591205990123,8495,0.00412007062978222
"Panaroo",2,"55%–60%",24,6277,0.00382348255536084,8495,0.00282519128899353
"Panaroo",2,"60%–65%",3,6277,0.000477935319420105,8495,0.000353148911124191
"Panaroo",2,"65%–70%",13,6277,0.00207105305082046,8495,0.00153031194820483
"Panaroo",2,"70%–75%",16,6277,0.00254898837024056,8495,0.00188346085932902
"Panaroo",2,"75%–80%",3,6277,0.000477935319420105,8495,0.000353148911124191
"Panaroo",2,"80%–85%",7,6277,0.00111518241198025,8495,0.000824014125956445
"Panaroo",2,"85%–90%",10,6277,0.00159311773140035,8495,0.00117716303708064
"Panaroo",2,"90%–95%",73,6277,0.0116297594392226,8495,0.00859329017068864
"Panaroo",2,"95%–100%",3914,6277,0.623546280070097,8495,0.460741612713361
"Panaroo",3,"0%–5%",249,1027,0.242453748782863,8495,0.0293113596233078
"Panaroo",3,"5%–10%",73,1027,0.071080817916261,8495,0.00859329017068864
"Panaroo",3,"10%–15%",40,1027,0.0389483933787731,8495,0.00470865214832254
"Panaroo",3,"15%–20%",7,1027,0.0068159688412853,8495,0.000824014125956445
"Panaroo",3,"20%–25%",9,1027,0.00876338851022395,8495,0.00105944673337257
"Panaroo",3,"25%–30%",25,1027,0.0243427458617332,8495,0.00294290759270159
"Panaroo",3,"30%–35%",33,1027,0.0321324245374878,8495,0.0038846380223661
"Panaroo",3,"35%–40%",5,1027,0.00486854917234664,8495,0.000588581518540318
"Panaroo",3,"40%–45%",1,1027,0.000973709834469328,8495,0.000117716303708064
"Panaroo",3,"45%–50%",10,1027,0.00973709834469328,8495,0.00117716303708064
"Panaroo",3,"50%–55%",7,1027,0.0068159688412853,8495,0.000824014125956445
"Panaroo",3,"55%–60%",7,1027,0.0068159688412853,8495,0.000824014125956445
"Panaroo",3,"60%–65%",9,1027,0.00876338851022395,8495,0.00105944673337257
"Panaroo",3,"65%–70%",9,1027,0.00876338851022395,8495,0.00105944673337257
"Panaroo",3,"70%–75%",17,1027,0.0165530671859786,8495,0.00200117716303708
"Panaroo",3,"75%–80%",5,1027,0.00486854917234664,8495,0.000588581518540318
"Panaroo",3,"80%–85%",6,1027,0.00584225900681597,8495,0.000706297822248381
"Panaroo",3,"85%–90%",10,1027,0.00973709834469328,8495,0.00117716303708064
"Panaroo",3,"90%–95%",25,1027,0.0243427458617332,8495,0.00294290759270159
"Panaroo",3,"95%–100%",480,1027,0.467380720545278,8495,0.0565038257798705
"Panaroo",4,"0%–5%",120,423,0.283687943262411,8495,0.0141259564449676
"Panaroo",4,"5%–10%",29,423,0.0685579196217494,8495,0.00341377280753384
"Panaroo",4,"10%–15%",32,423,0.0756501182033097,8495,0.00376692171865803
"Panaroo",4,"15%–20%",12,423,0.0283687943262411,8495,0.00141259564449676
"Panaroo",4,"20%–25%",14,423,0.033096926713948,8495,0.00164802825191289
"Panaroo",4,"25%–30%",19,423,0.0449172576832151,8495,0.00223660977045321
"Panaroo",4,"30%–35%",17,423,0.0401891252955083,8495,0.00200117716303708
"Panaroo",4,"35%–40%",1,423,0.00236406619385343,8495,0.000117716303708064
"Panaroo",4,"40%–45%",4,423,0.00945626477541371,8495,0.000470865214832254
"Panaroo",4,"45%–50%",7,423,0.016548463356974,8495,0.000824014125956445
"Panaroo",4,"50%–55%",2,423,0.00472813238770686,8495,0.000235432607416127
"Panaroo",4,"55%–60%",8,423,0.0189125295508274,8495,0.000941730429664509
"Panaroo",4,"60%–65%",3,423,0.00709219858156028,8495,0.000353148911124191
"Panaroo",4,"65%–70%",3,423,0.00709219858156028,8495,0.000353148911124191
"Panaroo",4,"70%–75%",5,423,0.0118203309692671,8495,0.000588581518540318
"Panaroo",4,"75%–80%",2,423,0.00472813238770686,8495,0.000235432607416127
"Panaroo",4,"80%–85%",2,423,0.00472813238770686,8495,0.000235432607416127
"Panaroo",4,"85%–90%",4,423,0.00945626477541371,8495,0.000470865214832254
"Panaroo",4,"90%–95%",19,423,0.0449172576832151,8495,0.00223660977045321
"Panaroo",4,"95%–100%",120,423,0.283687943262411,8495,0.0141259564449676
"Panaroo",5,"0%–5%",41,236,0.173728813559322,8495,0.00482636845203061
"Panaroo",5,"5%–10%",29,236,0.122881355932203,8495,0.00341377280753384
"Panaroo",5,"10%–15%",23,236,0.0974576271186441,8495,0.00270747498528546
"Panaroo",5,"15%–20%",10,236,0.0423728813559322,8495,0.00117716303708064
"Panaroo",5,"20%–25%",6,236,0.0254237288135593,8495,0.000706297822248381
"Panaroo",5,"25%–30%",11,236,0.0466101694915254,8495,0.0012948793407887
"Panaroo",5,"30%–35%",11,236,0.0466101694915254,8495,0.0012948793407887
"Panaroo",5,"35%–40%",3,236,0.0127118644067797,8495,0.000353148911124191
"Panaroo",5,"40%–45%",3,236,0.0127118644067797,8495,0.000353148911124191
"Panaroo",5,"45%–50%",4,236,0.0169491525423729,8495,0.000470865214832254
"Panaroo",5,"50%–55%",1,236,0.00423728813559322,8495,0.000117716303708064
"Panaroo",5,"55%–60%",10,236,0.0423728813559322,8495,0.00117716303708064
"Panaroo",5,"60%–65%",2,236,0.00847457627118644,8495,0.000235432607416127
"Panaroo",5,"65%–70%",3,236,0.0127118644067797,8495,0.000353148911124191
"Panaroo",5,"70%–75%",4,236,0.0169491525423729,8495,0.000470865214832254
"Panaroo",5,"75%–80%",3,236,0.0127118644067797,8495,0.000353148911124191
"Panaroo",5,"80%–85%",2,236,0.00847457627118644,8495,0.000235432607416127
"Panaroo",5,"85%–90%",4,236,0.0169491525423729,8495,0.000470865214832254
"Panaroo",5,"90%–95%",12,236,0.0508474576271186,8495,0.00141259564449676
"Panaroo",5,"95%–100%",54,236,0.228813559322034,8495,0.00635668040023543
"Panaroo",6,"0%–5%",24,151,0.158940397350993,8495,0.00282519128899353
"Panaroo",6,"5%–10%",7,151,0.0463576158940397,8495,0.000824014125956445
"Panaroo",6,"10%–15%",8,151,0.0529801324503311,8495,0.000941730429664509
"Panaroo",6,"15%–20%",10,151,0.0662251655629139,8495,0.00117716303708064
"Panaroo",6,"20%–25%",8,151,0.0529801324503311,8495,0.000941730429664509
"Panaroo",6,"25%–30%",9,151,0.0596026490066225,8495,0.00105944673337257
"Panaroo",6,"30%–35%",10,151,0.0662251655629139,8495,0.00117716303708064
"Panaroo",6,"35%–40%",5,151,0.033112582781457,8495,0.000588581518540318
"Panaroo",6,"40%–45%",5,151,0.033112582781457,8495,0.000588581518540318
"Panaroo",6,"45%–50%",1,151,0.00662251655629139,8495,0.000117716303708064
"Panaroo",6,"55%–60%",7,151,0.0463576158940397,8495,0.000824014125956445
"Panaroo",6,"60%–65%",4,151,0.0264900662251656,8495,0.000470865214832254
"Panaroo",6,"65%–70%",2,151,0.0132450331125828,8495,0.000235432607416127
"Panaroo",6,"70%–75%",3,151,0.0198675496688742,8495,0.000353148911124191
"Panaroo",6,"75%–80%",2,151,0.0132450331125828,8495,0.000235432607416127
"Panaroo",6,"80%–85%",2,151,0.0132450331125828,8495,0.000235432607416127
"Panaroo",6,"85%–90%",4,151,0.0264900662251656,8495,0.000470865214832254
"Panaroo",6,"90%–95%",11,151,0.0728476821192053,8495,0.0012948793407887
"Panaroo",6,"95%–100%",29,151,0.19205298013245,8495,0.00341377280753384
"Panaroo",7,"0%–5%",8,110,0.0727272727272727,8495,0.000941730429664509
"Panaroo",7,"5%–10%",17,110,0.154545454545455,8495,0.00200117716303708
"Panaroo",7,"10%–15%",5,110,0.0454545454545455,8495,0.000588581518540318
"Panaroo",7,"15%–20%",5,110,0.0454545454545455,8495,0.000588581518540318
"Panaroo",7,"20%–25%",7,110,0.0636363636363636,8495,0.000824014125956445
"Panaroo",7,"25%–30%",6,110,0.0545454545454545,8495,0.000706297822248381
"Panaroo",7,"30%–35%",5,110,0.0454545454545455,8495,0.000588581518540318
"Panaroo",7,"35%–40%",5,110,0.0454545454545455,8495,0.000588581518540318
"Panaroo",7,"45%–50%",3,110,0.0272727272727273,8495,0.000353148911124191
"Panaroo",7,"50%–55%",2,110,0.0181818181818182,8495,0.000235432607416127
"Panaroo",7,"55%–60%",4,110,0.0363636363636364,8495,0.000470865214832254
"Panaroo",7,"60%–65%",1,110,0.00909090909090909,8495,0.000117716303708064
"Panaroo",7,"65%–70%",8,110,0.0727272727272727,8495,0.000941730429664509
"Panaroo",7,"70%–75%",2,110,0.0181818181818182,8495,0.000235432607416127
"Panaroo",7,"80%–85%",2,110,0.0181818181818182,8495,0.000235432607416127
"Panaroo",7,"85%–90%",2,110,0.0181818181818182,8495,0.000235432607416127
"Panaroo",7,"90%–95%",6,110,0.0545454545454545,8495,0.000706297822248381
"Panaroo",7,"95%–100%",22,110,0.2,8495,0.0025897586815774
"Panaroo",8,"0%–5%",6,98,0.0612244897959184,8495,0.000706297822248381
"Panaroo",8,"5%–10%",8,98,0.0816326530612245,8495,0.000941730429664509
"Panaroo",8,"10%–15%",9,98,0.0918367346938776,8495,0.00105944673337257
"Panaroo",8,"15%–20%",5,98,0.0510204081632653,8495,0.000588581518540318
"Panaroo",8,"20%–25%",5,98,0.0510204081632653,8495,0.000588581518540318
"Panaroo",8,"25%–30%",4,98,0.0408163265306122,8495,0.000470865214832254
"Panaroo",8,"30%–35%",5,98,0.0510204081632653,8495,0.000588581518540318
"Panaroo",8,"35%–40%",4,98,0.0408163265306122,8495,0.000470865214832254
"Panaroo",8,"40%–45%",1,98,0.0102040816326531,8495,0.000117716303708064
"Panaroo",8,"45%–50%",1,98,0.0102040816326531,8495,0.000117716303708064
"Panaroo",8,"50%–55%",3,98,0.0306122448979592,8495,0.000353148911124191
"Panaroo",8,"55%–60%",2,98,0.0204081632653061,8495,0.000235432607416127
"Panaroo",8,"60%–65%",2,98,0.0204081632653061,8495,0.000235432607416127
"Panaroo",8,"65%–70%",3,98,0.0306122448979592,8495,0.000353148911124191
"Panaroo",8,"70%–75%",3,98,0.0306122448979592,8495,0.000353148911124191
"Panaroo",8,"80%–85%",2,98,0.0204081632653061,8495,0.000235432607416127
"Panaroo",8,"85%–90%",7,98,0.0714285714285714,8495,0.000824014125956445
"Panaroo",8,"90%–95%",6,98,0.0612244897959184,8495,0.000706297822248381
"Panaroo",8,"95%–100%",22,98,0.224489795918367,8495,0.0025897586815774
"Panaroo",9,"0%–5%",1,75,0.0133333333333333,8495,0.000117716303708064
"Panaroo",9,"5%–10%",7,75,0.0933333333333333,8495,0.000824014125956445
"Panaroo",9,"10%–15%",6,75,0.08,8495,0.000706297822248381
"Panaroo",9,"15%–20%",6,75,0.08,8495,0.000706297822248381
"Panaroo",9,"20%–25%",4,75,0.0533333333333333,8495,0.000470865214832254
"Panaroo",9,"25%–30%",5,75,0.0666666666666667,8495,0.000588581518540318
"Panaroo",9,"30%–35%",4,75,0.0533333333333333,8495,0.000470865214832254
"Panaroo",9,"35%–40%",2,75,0.0266666666666667,8495,0.000235432607416127
"Panaroo",9,"40%–45%",2,75,0.0266666666666667,8495,0.000235432607416127
"Panaroo",9,"45%–50%",3,75,0.04,8495,0.000353148911124191
"Panaroo",9,"50%–55%",3,75,0.04,8495,0.000353148911124191
"Panaroo",9,"55%–60%",3,75,0.04,8495,0.000353148911124191
"Panaroo",9,"65%–70%",1,75,0.0133333333333333,8495,0.000117716303708064
"Panaroo",9,"70%–75%",2,75,0.0266666666666667,8495,0.000235432607416127
"Panaroo",9,"75%–80%",2,75,0.0266666666666667,8495,0.000235432607416127
"Panaroo",9,"80%–85%",2,75,0.0266666666666667,8495,0.000235432607416127
"Panaroo",9,"85%–90%",1,75,0.0133333333333333,8495,0.000117716303708064
"Panaroo",9,"90%–95%",5,75,0.0666666666666667,8495,0.000588581518540318
"Panaroo",9,"95%–100%",16,75,0.213333333333333,8495,0.00188346085932902
"Panaroo",10,"0%–5%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"5%–10%",6,68,0.0882352941176471,8495,0.000706297822248381
"Panaroo",10,"10%–15%",7,68,0.102941176470588,8495,0.000824014125956445
"Panaroo",10,"15%–20%",6,68,0.0882352941176471,8495,0.000706297822248381
"Panaroo",10,"20%–25%",4,68,0.0588235294117647,8495,0.000470865214832254
"Panaroo",10,"25%–30%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"30%–35%",4,68,0.0588235294117647,8495,0.000470865214832254
"Panaroo",10,"35%–40%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"40%–45%",4,68,0.0588235294117647,8495,0.000470865214832254
"Panaroo",10,"45%–50%",3,68,0.0441176470588235,8495,0.000353148911124191
"Panaroo",10,"50%–55%",1,68,0.0147058823529412,8495,0.000117716303708064
"Panaroo",10,"55%–60%",1,68,0.0147058823529412,8495,0.000117716303708064
"Panaroo",10,"60%–65%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"65%–70%",3,68,0.0441176470588235,8495,0.000353148911124191
"Panaroo",10,"70%–75%",1,68,0.0147058823529412,8495,0.000117716303708064
"Panaroo",10,"80%–85%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"85%–90%",2,68,0.0294117647058824,8495,0.000235432607416127
"Panaroo",10,"90%–95%",5,68,0.0735294117647059,8495,0.000588581518540318
"Panaroo",10,"95%–100%",11,68,0.161764705882353,8495,0.0012948793407887
"Pangraph",0,"0%–5%",186,326,0.570552147239264,1643,0.113207547169811
"Pangraph",0,"5%–10%",30,326,0.0920245398773006,1643,0.0182592818015825
"Pangraph",0,"10%–15%",11,326,0.0337423312883436,1643,0.00669506999391357
"Pangraph",0,"15%–20%",5,326,0.0153374233128834,1643,0.00304321363359708
"Pangraph",0,"20%–25%",2,326,0.00613496932515337,1643,0.00121728545343883
"Pangraph",0,"25%–30%",5,326,0.0153374233128834,1643,0.00304321363359708
"Pangraph",0,"30%–35%",5,326,0.0153374233128834,1643,0.00304321363359708
"Pangraph",0,"40%–45%",1,326,0.00306748466257669,1643,0.000608642726719416
"Pangraph",0,"45%–50%",1,326,0.00306748466257669,1643,0.000608642726719416
"Pangraph",0,"55%–60%",1,326,0.00306748466257669,1643,0.000608642726719416
"Pangraph",0,"60%–65%",3,326,0.00920245398773006,1643,0.00182592818015825
"Pangraph",0,"65%–70%",3,326,0.00920245398773006,1643,0.00182592818015825
"Pangraph",0,"75%–80%",1,326,0.00306748466257669,1643,0.000608642726719416
"Pangraph",0,"80%–85%",1,326,0.00306748466257669,1643,0.000608642726719416
"Pangraph",0,"85%–90%",4,326,0.0122699386503067,1643,0.00243457090687766
"Pangraph",0,"90%–95%",7,326,0.0214723926380368,1643,0.00426049908703591
"Pangraph",0,"95%–100%",60,326,0.184049079754601,1643,0.0365185636031649
"Pangraph",2,"0%–5%",331,635,0.521259842519685,1643,0.201460742544127
"Pangraph",2,"5%–10%",27,635,0.0425196850393701,1643,0.0164333536214242
"Pangraph",2,"10%–15%",13,635,0.0204724409448819,1643,0.0079123554473524
"Pangraph",2,"15%–20%",2,635,0.0031496062992126,1643,0.00121728545343883
"Pangraph",2,"20%–25%",1,635,0.0015748031496063,1643,0.000608642726719416
"Pangraph",2,"25%–30%",13,635,0.0204724409448819,1643,0.0079123554473524
"Pangraph",2,"35%–40%",1,635,0.0015748031496063,1643,0.000608642726719416
"Pangraph",2,"45%–50%",1,635,0.0015748031496063,1643,0.000608642726719416
"Pangraph",2,"70%–75%",7,635,0.0110236220472441,1643,0.00426049908703591
"Pangraph",2,"85%–90%",2,635,0.0031496062992126,1643,0.00121728545343883
"Pangraph",2,"90%–95%",10,635,0.015748031496063,1643,0.00608642726719416
"Pangraph",2,"95%–100%",227,635,0.35748031496063,1643,0.138161898965307
"Pangraph",3,"0%–5%",85,323,0.263157894736842,1643,0.0517346317711503
"Pangraph",3,"5%–10%",15,323,0.0464396284829721,1643,0.00912964090079124
"Pangraph",3,"10%–15%",4,323,0.0123839009287926,1643,0.00243457090687766
"Pangraph",3,"15%–20%",1,323,0.00309597523219814,1643,0.000608642726719416
"Pangraph",3,"20%–25%",3,323,0.00928792569659443,1643,0.00182592818015825
"Pangraph",3,"25%–30%",8,323,0.0247678018575851,1643,0.00486914181375533
"Pangraph",3,"30%–35%",3,323,0.00928792569659443,1643,0.00182592818015825
"Pangraph",3,"60%–65%",1,323,0.00309597523219814,1643,0.000608642726719416
"Pangraph",3,"70%–75%",4,323,0.0123839009287926,1643,0.00243457090687766
"Pangraph",3,"90%–95%",14,323,0.043343653250774,1643,0.00852099817407182
"Pangraph",3,"95%–100%",185,323,0.572755417956656,1643,0.112598904443092
"Pangraph",4,"0%–5%",60,192,0.3125,1643,0.0365185636031649
"Pangraph",4,"5%–10%",18,192,0.09375,1643,0.0109555690809495
"Pangraph",4,"10%–15%",11,192,0.0572916666666667,1643,0.00669506999391357
"Pangraph",4,"15%–20%",2,192,0.0104166666666667,1643,0.00121728545343883
"Pangraph",4,"25%–30%",9,192,0.046875,1643,0.00547778454047474
"Pangraph",4,"30%–35%",2,192,0.0104166666666667,1643,0.00121728545343883
"Pangraph",4,"55%–60%",1,192,0.00520833333333333,1643,0.000608642726719416
"Pangraph",4,"65%–70%",1,192,0.00520833333333333,1643,0.000608642726719416
"Pangraph",4,"70%–75%",2,192,0.0104166666666667,1643,0.00121728545343883
"Pangraph",4,"80%–85%",1,192,0.00520833333333333,1643,0.000608642726719416
"Pangraph",4,"85%–90%",2,192,0.0104166666666667,1643,0.00121728545343883
"Pangraph",4,"90%–95%",6,192,0.03125,1643,0.00365185636031649
"Pangraph",4,"95%–100%",77,192,0.401041666666667,1643,0.046865489957395
"Pangraph",5,"0%–5%",30,77,0.38961038961039,1643,0.0182592818015825
"Pangraph",5,"5%–10%",9,77,0.116883116883117,1643,0.00547778454047474
"Pangraph",5,"10%–15%",3,77,0.038961038961039,1643,0.00182592818015825
"Pangraph",5,"15%–20%",2,77,0.025974025974026,1643,0.00121728545343883
"Pangraph",5,"20%–25%",2,77,0.025974025974026,1643,0.00121728545343883
"Pangraph",5,"25%–30%",1,77,0.012987012987013,1643,0.000608642726719416
"Pangraph",5,"30%–35%",3,77,0.038961038961039,1643,0.00182592818015825
"Pangraph",5,"35%–40%",1,77,0.012987012987013,1643,0.000608642726719416
"Pangraph",5,"60%–65%",1,77,0.012987012987013,1643,0.000608642726719416
"Pangraph",5,"65%–70%",1,77,0.012987012987013,1643,0.000608642726719416
"Pangraph",5,"70%–75%",3,77,0.038961038961039,1643,0.00182592818015825
"Pangraph",5,"90%–95%",3,77,0.038961038961039,1643,0.00182592818015825
"Pangraph",5,"95%–100%",18,77,0.233766233766234,1643,0.0109555690809495
"Pangraph",6,"0%–5%",12,37,0.324324324324324,1643,0.00730371272063299
"Pangraph",6,"5%–10%",5,37,0.135135135135135,1643,0.00304321363359708
"Pangraph",6,"10%–15%",4,37,0.108108108108108,1643,0.00243457090687766
"Pangraph",6,"15%–20%",1,37,0.027027027027027,1643,0.000608642726719416
"Pangraph",6,"20%–25%",2,37,0.0540540540540541,1643,0.00121728545343883
"Pangraph",6,"25%–30%",1,37,0.027027027027027,1643,0.000608642726719416
"Pangraph",6,"55%–60%",1,37,0.027027027027027,1643,0.000608642726719416
"Pangraph",6,"60%–65%",1,37,0.027027027027027,1643,0.000608642726719416
"Pangraph",6,"90%–95%",1,37,0.027027027027027,1643,0.000608642726719416
"Pangraph",6,"95%–100%",9,37,0.243243243243243,1643,0.00547778454047474
"Pangraph",7,"0%–5%",8,23,0.347826086956522,1643,0.00486914181375533
"Pangraph",7,"5%–10%",5,23,0.217391304347826,1643,0.00304321363359708
"Pangraph",7,"10%–15%",1,23,0.0434782608695652,1643,0.000608642726719416
"Pangraph",7,"15%–20%",1,23,0.0434782608695652,1643,0.000608642726719416
"Pangraph",7,"25%–30%",1,23,0.0434782608695652,1643,0.000608642726719416
"Pangraph",7,"30%–35%",2,23,0.0869565217391304,1643,0.00121728545343883
"Pangraph",7,"95%–100%",5,23,0.217391304347826,1643,0.00304321363359708
"Pangraph",8,"0%–5%",6,17,0.352941176470588,1643,0.00365185636031649
"Pangraph",8,"5%–10%",4,17,0.235294117647059,1643,0.00243457090687766
"Pangraph",8,"10%–15%",1,17,0.0588235294117647,1643,0.000608642726719416
"Pangraph",8,"35%–40%",1,17,0.0588235294117647,1643,0.000608642726719416
"Pangraph",8,"60%–65%",1,17,0.0588235294117647,1643,0.000608642726719416
"Pangraph",8,"95%–100%",4,17,0.235294117647059,1643,0.00243457090687766
"Pangraph",9,"5%–10%",3,8,0.375,1643,0.00182592818015825
"Pangraph",9,"15%–20%",1,8,0.125,1643,0.000608642726719416
"Pangraph",9,"85%–90%",1,8,0.125,1643,0.000608642726719416
"Pangraph",9,"90%–95%",1,8,0.125,1643,0.000608642726719416
"Pangraph",9,"95%–100%",2,8,0.25,1643,0.00121728545343883
"Pangraph",10,"5%–10%",1,5,0.2,1643,0.000608642726719416
"Pangraph",10,"20%–25%",1,5,0.2,1643,0.000608642726719416
"Pangraph",10,"95%–100%",3,5,0.6,1643,0.00182592818015825
"Roary",1,"0%–5%",37,38,0.973684210526316,12292,0.00301008786202408
"Roary",1,"5%–10%",1,38,0.0263157894736842,12292,8.13537260006508e-05
"Roary",2,"0%–5%",4016,7460,0.538337801608579,12292,0.326716563618614
"Roary",2,"5%–10%",168,7460,0.0225201072386059,12292,0.0136674259681093
"Roary",2,"10%–15%",61,7460,0.0081769436997319,12292,0.0049625772860397
"Roary",2,"15%–20%",26,7460,0.00348525469168901,12292,0.00211519687601692
"Roary",2,"20%–25%",27,7460,0.00361930294906166,12292,0.00219655060201757
"Roary",2,"25%–30%",85,7460,0.0113941018766756,12292,0.00691506671005532
"Roary",2,"30%–35%",28,7460,0.00375335120643432,12292,0.00227790432801822
"Roary",2,"35%–40%",9,7460,0.00120643431635389,12292,0.000732183534005858
"Roary",2,"40%–45%",3,7460,0.000402144772117962,12292,0.000244061178001952
"Roary",2,"45%–50%",2,7460,0.000268096514745308,12292,0.000162707452001302
"Roary",2,"50%–55%",2,7460,0.000268096514745308,12292,0.000162707452001302
"Roary",2,"55%–60%",6,7460,0.000804289544235925,12292,0.000488122356003905
"Roary",2,"60%–65%",13,7460,0.0017426273458445,12292,0.00105759843800846
"Roary",2,"65%–70%",16,7460,0.00214477211796247,12292,0.00130165961601041
"Roary",2,"70%–75%",8,7460,0.00107238605898123,12292,0.000650829808005207
"Roary",2,"75%–80%",3,7460,0.000402144772117962,12292,0.000244061178001952
"Roary",2,"80%–85%",2,7460,0.000268096514745308,12292,0.000162707452001302
"Roary",2,"85%–90%",18,7460,0.00241286863270777,12292,0.00146436706801172
"Roary",2,"90%–95%",43,7460,0.00576407506702413,12292,0.00349821021802799
"Roary",2,"95%–100%",2924,7460,0.391957104557641,12292,0.237878294825903
"Roary",3,"0%–5%",602,2083,0.28900624099856,12292,0.0489749430523918
"Roary",3,"5%–10%",145,2083,0.0696111377820451,12292,0.0117962902700944
"Roary",3,"10%–15%",57,2083,0.0273643783005281,12292,0.0046371623820371
"Roary",3,"15%–20%",16,2083,0.00768122899663946,12292,0.00130165961601041
"Roary",3,"20%–25%",31,2083,0.014882381180989,12292,0.00252196550602018
"Roary",3,"25%–30%",49,2083,0.0235237638022084,12292,0.00398633257403189
"Roary",3,"30%–35%",26,2083,0.0124819971195391,12292,0.00211519687601692
"Roary",3,"35%–40%",13,2083,0.00624099855976956,12292,0.00105759843800846
"Roary",3,"40%–45%",6,2083,0.0028804608737398,12292,0.000488122356003905
"Roary",3,"45%–50%",5,2083,0.00240038406144983,12292,0.000406768630003254
"Roary",3,"50%–55%",9,2083,0.0043206913106097,12292,0.000732183534005858
"Roary",3,"55%–60%",5,2083,0.00240038406144983,12292,0.000406768630003254
"Roary",3,"60%–65%",10,2083,0.00480076812289966,12292,0.000813537260006508
"Roary",3,"65%–70%",12,2083,0.0057609217474796,12292,0.00097624471200781
"Roary",3,"70%–75%",16,2083,0.00768122899663946,12292,0.00130165961601041
"Roary",3,"75%–80%",4,2083,0.00192030724915987,12292,0.000325414904002603
"Roary",3,"80%–85%",9,2083,0.0043206913106097,12292,0.000732183534005858
"Roary",3,"85%–90%",14,2083,0.00672107537205953,12292,0.00113895216400911
"Roary",3,"90%–95%",46,2083,0.0220835333653385,12292,0.00374227139602994
"Roary",3,"95%–100%",1008,2083,0.483917426788286,12292,0.082004555808656
"Roary",4,"0%–5%",414,1146,0.361256544502618,12292,0.0336804425642694
"Roary",4,"5%–10%",108,1146,0.0942408376963351,12292,0.00878620240807029
"Roary",4,"10%–15%",56,1146,0.0488656195462478,12292,0.00455580865603645
"Roary",4,"15%–20%",28,1146,0.0244328097731239,12292,0.00227790432801822
"Roary",4,"20%–25%",24,1146,0.0209424083769634,12292,0.00195248942401562
"Roary",4,"25%–30%",36,1146,0.031413612565445,12292,0.00292873413602343
"Roary",4,"30%–35%",23,1146,0.0200698080279232,12292,0.00187113569801497
"Roary",4,"35%–40%",8,1146,0.00698080279232112,12292,0.000650829808005207
"Roary",4,"40%–45%",3,1146,0.00261780104712042,12292,0.000244061178001952
"Roary",4,"45%–50%",4,1146,0.00349040139616056,12292,0.000325414904002603
"Roary",4,"50%–55%",5,1146,0.0043630017452007,12292,0.000406768630003254
